file	batch
ENCFF565DLY_ENCFF455LAT.Aligned.sortedByCoord.out.bed	23
ENCFF860XVB_ENCFF936XHH.Aligned.sortedByCoord.out.bed	10
ENCFF640OLN_ENCFF637CYG.Aligned.sortedByCoord.out.bed	10
ENCFF160TYC_ENCFF748VED.Aligned.sortedByCoord.out.bed	24
ENCFF012BUA_ENCFF325REU.Aligned.sortedByCoord.out.bed	24
ENCFF323NXS_ENCFF235KKF.Aligned.sortedByCoord.out.bed	18
ENCFF529CRN_ENCFF801RVA.Aligned.sortedByCoord.out.bed	18
ENCFF015PIM_ENCFF997NCB.Aligned.sortedByCoord.out.bed	34
ENCFF893RDF_ENCFF711RAQ.Aligned.sortedByCoord.out.bed	34
ENCFF147FOE_ENCFF204NNR.Aligned.sortedByCoord.out.bed	10
ENCFF991ERC_ENCFF084XHU.Aligned.sortedByCoord.out.bed	10
ENCFF158ZML_ENCFF550GXB.Aligned.sortedByCoord.out.bed	29
ENCFF593VXV_ENCFF424URS.Aligned.sortedByCoord.out.bed	29
ENCFF255GDS_ENCFF394UEG.Aligned.sortedByCoord.out.bed	27
ENCFF263MYG_ENCFF868UFK.Aligned.sortedByCoord.out.bed	27
ENCFF789ILZ_ENCFF870YVZ.Aligned.sortedByCoord.out.bed	29
ENCFF998DSY_ENCFF828FHF.Aligned.sortedByCoord.out.bed	29
ENCFF624OCC_ENCFF604UQO.Aligned.sortedByCoord.out.bed	27
ENCFF513YBI_ENCFF239VZF.Aligned.sortedByCoord.out.bed	27
ENCFF931KYD_ENCFF108ABJ.Aligned.sortedByCoord.out.bed	29
ENCFF195MFO_ENCFF017MUK.Aligned.sortedByCoord.out.bed	29
ENCFF002BZN_ENCFF002BZO.Aligned.sortedByCoord.out.bed	1
ENCFF002BZP_ENCFF002BZQ.Aligned.sortedByCoord.out.bed	1
ENCFF002BZJ_ENCFF002BZK.Aligned.sortedByCoord.out.bed	1
ENCFF002BZL_ENCFF002BZM.Aligned.sortedByCoord.out.bed	1
ENCFF746QLB_ENCFF566MPK.Aligned.sortedByCoord.out.bed	29
ENCFF673LGY_ENCFF442AYV.Aligned.sortedByCoord.out.bed	29
ENCFF302BCI_ENCFF410OHI.Aligned.sortedByCoord.out.bed	27
ENCFF532FZD_ENCFF622ZJZ.Aligned.sortedByCoord.out.bed	27
ENCFF801CGH_ENCFF109YMT.Aligned.sortedByCoord.out.bed	8
